client_id,sku,install_date,status,config_json
15,"AC000144","2024-12-01","activo","{""tipo_producto"": ""Detector Voltaje Sin Contacto"", ""rango_v"": ""90-1000"", ""indicador"": ""Sonoro y Visual""}"
16,"AC000145","2024-01-08","activo","{""tipo_producto"": ""Termómetro Infrarrojos"", ""rango_temp_c"": ""-50 a 500"", ""distancia_spot"": ""12:1""}"
17,"AC000146","2024-02-14","activo","{""tipo_producto"": ""Equipo Limpieza Serpentines"", ""metodo"": ""Presión Agua/Químico"", ""aplicacion"": ""AC/Refrigeración""}"
18,"AC000147","2024-03-01","activo","{""tipo_producto"": ""Analizador Calidad Aire Interior"", ""parametros"": [""CO2"", ""TVOCs"", ""Humedad"", ""Temperatura""]}"
19,"AC000148","2024-04-05","activo","{""tipo_producto"": ""Bomba Condensados"", ""caudal_lh"": 40, ""altura_max_m"": 4}"
20,"AC000149","2024-05-12","activo","{""tipo_producto"": ""Detector Fugas Refrigerante"", ""gases_detectables"": [""HFCs"", ""HCFCs""], ""sensibilidad_gr_año"": 3}"
21,"AC000150","2024-06-01","activo","{""tipo_producto"": ""Contador de Partículas"", ""tamano_min_micras"": 0.3, ""canales"": 6}"
22,"AC000125","2024-01-15","activo","{""ubicacion"": ""Distribucion Conductos"", ""material"": ""Flexible Aislado"", ""diametro_mm"": 150}"
23,"AC000148","2024-02-20","activo","{""ubicacion"": ""Radiador Dormitorio"", ""tipo"": ""Termostatica"", ""control_temperatura"": ""Automático""}"
24,"AC000013","2024-03-25","activo","{""ubicacion"": ""Oficina Principal"", ""tecnologia"": ""Inverter"", ""eficiencia_energetica"": ""A++""}"
25,"AC000091","2024-04-30","activo","{""ubicacion"": ""Entrada Suministro Edificio"", ""protocolo"": ""Modbus"", ""medicion_bidireccional"": true}"
26,"AC000119","2024-05-10","activo","{""ubicacion"": ""Circuito Calefaccion"", ""funcion"": ""Filtracion Magnetica"", ""tamano_tuberia_mm"": 22}"
27,"AC000066","2024-06-05","activo","{""ubicacion"": ""Jardin Delantero"", ""tipo_montaje"": ""Suelo"", ""paneles_montados"": 10}"
28,"AC000020","2024-07-01","activo","{""ubicacion"": ""Hotel - Habitacion 205"", ""tipo"": ""PTAC"", ""control_remoto_centralizado"": ""Opcional""}"
29,"AC000031","2024-08-01","activo","{""ubicacion"": ""Patio Interior"", ""estado"": ""Revisado"", ""diagnostico_previo"": ""Compresor"", ""nota_tecnica"": ""Funcionando post-revisión""}"
30,"AC000080","2024-09-05","activo","{""ubicacion"": ""Sala Bombas"", ""rango_bar"": ""0-10"", ""calibracion_necesaria"": ""Anual""}"
31,"AC000134","2024-10-10","activo","{""ubicacion"": ""Sotano"", ""capacidad_ldiario"": 20, ""desague"": ""Manual (depósito)"", ""humedad_objetivo_pct"": 50}"
32,"AC000108","2024-11-15","activo","{""ubicacion"": ""Cuarto Bombas"", ""aplicacion"": ""Aumento Presion"", ""presion_salida_ajustada_bar"": 3.5}"
33,"AC000056","2024-12-01","activo","{""ubicacion"": ""Garaje"", ""tipo"": ""Hibrido"", ""modo_activo"": ""Autoconsumo con Batería""}"
34,"AC000002","2024-01-10","activo","{""ubicacion"": ""Dormitorio Huespedes"", ""modo_preferido"": ""Frio"", ""temperatura_ajustada_c"": 22.0}"
35,"AC000028","2024-02-10","activo","{""ubicacion"": ""Casa Campo - Cuarto Caldera"", ""tipo_combustible"": ""Gasoleo"", ""requiere_suministro_regular"": true}"
36,"AC000073","2024-03-10","activo","{""ubicacion"": ""Entrada Garaje"", ""deteccion_co"": true, ""conectado_alarma_central"": true}"
37,"AC000141","2024-04-10","activo","{""ubicacion"": ""Red Fontaneria Cocina"", ""material"": ""Cobre"", ""diametro_mm"": 15}"
38,"AC000103","2024-05-10","activo","{""ubicacion"": ""Cocina"", ""tipo"": ""Instantaneo Gas"", ""caudal_lpm"": 12}"
39,"AC000060","2024-06-10","activo","{""ubicacion"": ""Terraza Tejado Plano"", ""tipo_montaje"": ""Plano"", ""resistencia_viento"": ""Alta""}"
40,"AC000016","2024-07-10","activo","{""ubicacion"": ""Altillo"", ""modo_ahorro"": true, ""garantia_años"": 5}"
41,"AC000092","2024-08-10","activo","{""ubicacion"": ""Almacen"", ""parametro_registro"": ""Temperatura"", ""descarga_datos"": ""Mensual""}"
42,"AC000047","2024-09-10","activo","{""ubicacion"": ""Pasillo Entrada"", ""longitud_m"": 1, ""color"": ""Blanco""}"
43,"AC000122","2024-10-10","activo","{""ubicacion"": ""Cuarto Maquinas Ventilacion"", ""tipo"": ""VREC"", ""recuperacion_entalpica"": true}"
44,"AC000114","2024-11-10","activo","{""ubicacion"": ""Entrada Agua Vivienda"", ""funcion"": ""Corte Principal"", ""tamano"": ""1/2 pulgada""}"
45,"AC000053","2024-12-10","activo","{""ubicacion"": ""Tejado Caravanas"", ""tipo"": ""Flexible"", ""instalacion_adhesiva"": true}"
46,"AC000004","2024-01-20","activo","{""ubicacion"": ""Oficinas Planta 2"", ""tipo_sistema"": ""Por Ductos"", ""capacidad_ton"": 4}"
1,"AC000076","2024-02-20","activo","{""ubicacion"": ""Puerta Acceso Servicio"", ""tipo"": ""Contacto"", ""monitoreado_remotamente"": true}"
2,"AC000137","2024-03-20","activo","{""ubicacion"": ""Conducto Principal"", ""metodo"": ""UV-C"", ""mantenimiento_lampara"": ""Anual""}"
3,"AC000102","2024-04-20","activo","{""ubicacion"": ""Cuarto Limpieza"", ""capacidad_l"": 100, ""material"": ""Acero""}"
4,"AC000055","2024-05-20","activo","{""ubicacion"": ""Edificio Comercial - Tejado"", ""potencia_kw"": 10, ""gestion_strings"": true}"
5,"AC000089","2024-06-20","activo","{""ubicacion"": ""Control Hab. 5"", ""aplicacion"": ""Fan Coil"", ""interfaz"": ""Cableada""}"
6,"AC000040","2024-07-20","activo","{""ubicacion"": ""Baño Visitantes"", ""tipo"": ""Radiador Aluminio"", ""dimensiones_mm"": ""500x800""}"
7,"AC000116","2024-08-20","activo","{""ubicacion"": ""Salida Bomba"", ""funcion"": ""Antirretorno"", ""tamano"": ""3/4 pulgada""}"
8,"AC000067","2024-09-20","activo","{""ubicacion"": ""Caja Seccionamiento Solar"", ""tipo"": ""DC Isolator"", ""corriente_a"": 32}"
9,"AC000007","2024-10-20","activo","{""ubicacion"": ""Almacen Temporal"", ""tipo"": ""Portatil"", ""facil_transporte"": true}"
10,"AC000029","2024-11-20","activo","{""ubicacion"": ""Nave Industrial - Oficinas"", ""tipo"": ""Caldera Electrica"", ""potencia_kw"": 12}"
11,"AC000079","2024-12-20","activo","{""ubicacion"": ""Linea Agua Entrada"", ""medicion"": ""Caudal"", ""tamano"": ""1/2 pulgada""}"
12,"AC000142","2024-01-25","activo","{""ubicacion"": ""Red Agua Caliente Sanitaria"", ""material"": ""PEX"", ""diametro_mm"": 20}"
13,"AC000104","2024-02-25","activo","{""ubicacion"": ""Lavadero"", ""tipo"": ""Instantaneo Gas"", ""encendido"": ""Electronico""}"
14,"AC000068","2024-03-25","activo","{""ubicacion"": ""Junto Inversor Solar"", ""tipo"": ""AC Isolator"", ""corriente_a"": 40}"
15,"AC000017","2024-04-25","activo","{""ubicacion"": ""Oficina #3"", ""parte_de_sistema"": ""AC000008"", ""diseno"": ""Mural""}"
16,"AC000094","2024-05-25","activo","{""ubicacion"": ""Conducto Extraccion"", ""funcion"": ""Deteccion Flujo Aire"", ""salida"": ""Contacto""}"
17,"AC000049","2024-06-25","activo","{""ubicacion"": ""Edificio Apartamentos - Sistema Central"", ""tipo"": ""Bomba Calor BT"", ""potencia_kw"": 8}"
18,"AC000124","2024-07-25","activo","{""ubicacion"": ""Zona Técnica"", ""tipo"": ""Ventilador Conducto"", ""tamano_mm"": 150}"
19,"AC000115","2024-08-25","activo","{""ubicacion"": ""Aislamiento General Agua"", ""funcion"": ""Aislamiento"", ""tamano"": ""1 pulgada""}"
20,"AC000050","2024-09-25","activo","{""ubicacion"": ""Tejado Principal"", ""tipo"": ""Colector Solar"", ""aplicacion"": ""ACS""}"
21,"AC000008","2024-10-25","activo","{""ubicacion"": ""Exterior"", ""tipo"": ""Multi-Zona"", ""capacidad_total_btu"": 27000}"
22,"AC000081","2024-11-25","activo","{""ubicacion"": ""Depósito Contraincendios"", ""medicion"": ""Nivel"", ""metodo"": ""Ultrasonico""}"
23,"AC000139","2024-12-25","activo","{""ubicacion"": ""Baño Planta Baja"", ""funcion"": ""Extraccion"", ""diametro_mm"": 100}"
24,"AC000105","2024-01-30","activo","{""ubicacion"": ""Sala Maquinas Calefaccion"", ""aplicacion"": ""Circulacion"", ""caudal_m3h"": 3}"
25,"AC000054","2024-02-29","activo","{""ubicacion"": ""Garaje Anexo"", ""potencia_kw"": 5, ""comunicacion_wifi"": true}"
26,"AC000095","2024-03-30","activo","{""ubicacion"": ""Tuberias Exterior"", ""funcion"": ""Proteccion Antihielo"", ""punto_ajuste_c"": 5}"
27,"AC000041","2024-04-30","activo","{""ubicacion"": ""Casa Rural - Establo"", ""tipo_combustible"": ""Leña"", ""potencia_kw"": 20}"
28,"AC000117","2024-05-30","activo","{""ubicacion"": ""Entrada Caldera"", ""funcion"": ""Separacion Suciedad"", ""tamano"": ""1 pulgada""}"
29,"AC000069","2024-06-30","activo","{""ubicacion"": ""Perimetro Paneles"", ""proteccion"": ""Aves"", ""material"": ""HDPE""}"
30,"AC000003","2024-07-30","activo","{""ubicacion"": ""Habitacion Hijos"", ""btu"": 18000, ""tecnologia"": ""Inverter""}"
31,"AC000038","2024-08-30","activo","{""ubicacion"": ""Terraza Técnica"", ""tipo"": ""Aerotermia"", ""aplicacion"": ""Calefaccion/ACS""}"
32,"AC000082","2024-09-30","activo","{""ubicacion"": ""Sala de Reunion"", ""medicion"": ""Luz Ambiente"", ""salida"": ""0-10V""}"
33,"AC000135","2024-10-30","activo","{""ubicacion"": ""Salon - Junto Planta"", ""funcion"": ""Humidificacion"", ""metodo"": ""Evaporativo""}"
34,"AC000111","2024-11-30","activo","{""ubicacion"": ""Linea Entrada Agua"", ""funcion"": ""Reduccion Presion"", ""presion_ajuste_bar"": 3}"
35,"AC000057","2024-12-30","activo","{""ubicacion"": ""Cuarto Electrico Solar"", ""capacidad_kwh"": 10, ""vida_util_años"": 15}"
36,"AC000010","2024-01-20","activo","{""ubicacion"": ""Tejado Edificio"", ""tipo_sistema"": ""Central Ductos"", ""capacidad_ton"": 3}"
37,"AC000098","2024-02-20","activo","{""ubicacion"": ""Zona Recepcion"", ""deteccion"": ""Presencia"", ""montaje"": ""Techo""}"
38,"AC000046","2024-03-20","activo","{""ubicacion"": ""Garaje - Acumulador ACS"", ""tipo"": ""Termo Bomba Calor"", ""capacidad_l"": 250}"
39,"AC000035","2024-04-20","activo","{""ubicacion"": ""Distribuidor Planta Baja"", ""aplicacion"": ""Suelo Radiante"", ""material"": ""PEX-AL-PEX""}"
40,"AC000059","2024-05-20","activo","{""ubicacion"": ""Tejado Trastero"", ""tipo_montaje"": ""Inclinado Teja"", ""num_paneles"": 4}"
41,"AC000006","2023-06-21","retirado","{""estado"": ""Retirado y Dado de Baja"", ""fecha_retiro"": ""2024-07-01"", ""motivo"": ""Sustituido por AC000005""}"
42,"AC000037","2024-06-20","activo","{""ubicacion"": ""Cuarto Caldera Leña"", ""tipo_combustible"": ""Pellets"", ""limpieza_automatica"": true}"
43,"AC000122","2024-07-20","activo","{""ubicacion"": ""Local Comercial - Almacen"", ""tipo"": ""VREC"", ""flujo_aire_m3h"": 250}"
44,"AC000114","2024-08-20","activo","{""ubicacion"": ""Toma Agua Exterior"", ""funcion"": ""Corte"", ""material"": ""Latón""}"
45,"AC000053","2024-09-20","activo","{""ubicacion"": ""Tejado Autocaravana #1"", ""tipo"": ""Panel Flexible"", ""potencia_w"": 100}"
46,"AC000004","2024-10-20","activo","{""ubicacion"": ""Planta 3 - Oficinas"", ""capacidad_ton"": 4, ""tipo_sistema"": ""Por Ductos""}"
1,"AC000076","2024-11-20","activo","{""ubicacion"": ""Ventana Salon"", ""tipo"": ""Sensor Ventana"", ""conexion"": ""Inalambrico""}"
2,"AC000137","2024-12-20","activo","{""ubicacion"": ""Conducto Retorno"", ""tipo"": ""Esterilizador Aire"", ""metodo"": ""UV-C""}"
3,"AC000102","2025-01-10","activo","{""ubicacion"": ""Cocina Pequeña"", ""tipo"": ""Termo Electrico"", ""capacidad_l"": 100}"
4,"AC000055","2025-02-10","activo","{""ubicacion"": ""Cuarto Electrico Solar 2"", ""tipo"": ""Inversor String Trifasico"", ""potencia_kw"": 10}"
5,"AC000089","2025-03-10","activo","{""ubicacion"": ""Control Hab. 7"", ""aplicacion"": ""Fan Coil"", ""control_ventilador"": ""Velocidades""}"
6,"AC000040","2025-04-10","activo","{""ubicacion"": ""Dormitorio Principal"", ""tipo"": ""Radiador Aluminio"", ""potencia_w"": 1000}"
7,"AC000116","2025-05-10","activo","{""ubicacion"": ""Salida Bomba Circulacion ACS"", ""funcion"": ""Antirretorno"", ""tamano"": ""3/4 pulgada""}"
8,"AC000067","2025-06-10","activo","{""ubicacion"": ""Campo Solar 2"", ""tipo"": ""Seccionador DC"", ""corriente_a"": 32}"
9,"AC000007","2025-07-10","activo","{""ubicacion"": ""Sala de Espera"", ""tipo"": ""Portatil"", ""btu"": 10000}"
10,"AC000029","2025-08-10","activo","{""ubicacion"": ""Cuarto Tecnico"", ""tipo"": ""Caldera Electrica"", ""voltaje"": ""400V""}"
11,"AC000079","2025-09-10","activo","{""ubicacion"": ""Entrada Agua Fria"", ""medicion"": ""Caudal"", ""salida"": ""Pulsos""}"
12,"AC000142","2025-10-10","activo","{""ubicacion"": ""Red Calefaccion Suelo Radiante"", ""material"": ""PEX"", ""aplicacion"": ""Calefaccion""}"
13,"AC000104","2025-11-10","activo","{""ubicacion"": ""Vestuario Gimnasio"", ""tipo"": ""Instantaneo Gas"", ""caudal_lpm"": 18}"
14,"AC000068","2025-12-10","activo","{""ubicacion"": ""Junto Inversor 2"", ""tipo"": ""AC Isolator"", ""corriente_a"": 40}"
15,"AC000017","2026-01-10","activo","{""ubicacion"": ""Oficina #5"", ""parte_de_sistema"": ""AC000009"", ""capacidad_btu"": 9000}"
16,"AC000094","2026-02-10","activo","{""ubicacion"": ""Conducto Impulsion"", ""funcion"": ""Deteccion Flujo"", ""medio"": ""Aire""}"
17,"AC000049","2026-03-10","activo","{""ubicacion"": ""Edificio Publico - Sistema Climatizacion"", ""tipo"": ""Bomba Calor BT"", ""SCOP"": 5.0}"
18,"AC000124","2026-04-10","activo","{""ubicacion"": ""Sala Ventilacion"", ""tipo"": ""Ventilador Conducto"", ""flujo_aire_m3h"": 400}"
19,"AC000115","2026-05-10","activo","{""ubicacion"": ""Bypass General"", ""funcion"": ""Aislamiento"", ""paso"": ""Total""}"
20,"AC000050","2026-06-10","activo","{""ubicacion"": ""Tejado Anexo"", ""tipo"": ""Colector Solar"", ""area_m2"": 2.5}"
21,"AC000008","2026-07-10","activo","{""ubicacion"": ""Exterior Edificio"", ""tipo"": ""Multi-Zona"", ""num_zonas"": 3}"
22,"AC000081","2026-08-10","activo","{""ubicacion"": ""Depósito Pluvial 2"", ""medicion"": ""Nivel"", ""rango_m"": 5}"
23,"AC000139","2026-09-10","activo","{""ubicacion"": ""Baño Planta Alta"", ""funcion"": ""Extraccion"", ""nivel_ruido_db"": 40}"
24,"AC000105","2026-10-10","activo","{""ubicacion"": ""Circuito Calefaccion Principal"", ""aplicacion"": ""Circulacion"", ""material_cuerpo"": ""Bronce""}"
25,"AC000054","2026-11-10","activo","{""ubicacion"": ""Sala Inversores"", ""potencia_kw"": 5, ""topologia"": ""String""}"
26,"AC000095","2026-12-10","activo","{""ubicacion"": ""Tuberias Sotano"", ""funcion"": ""Proteccion Antihielo"", ""conexion"": ""Tubería""}"
27,"AC000121","2023-01-05","en_servicio_tecnico","{""ubicacion_uso"": ""Taller 1"", ""estado"": ""Calibracion pendiente"", ""proxima_fecha_mant"": ""2025-01-01""}"
28,"AC000122","2023-02-10","activo","{""ubicacion_uso"": ""Taller 2"", ""ultima_calibracion"": ""2024-02-01"", ""proxima_calibracion"": ""2025-02-01""}"
29,"AC000123","2023-03-18","activo","{""ubicacion_uso"": ""Furgoneta Tec. Juan P."", ""estado"": ""Operativo"", ""compatible_r32"": true}"
30,"AC000124","2023-04-22","activo","{""ubicacion_uso"": ""Caja Herramientas Tec. Maria G."", ""diametro_max_mm"": 28}"
31,"AC000125","2023-05-01","activo","{""ubicacion_uso"": ""Taller 1"", ""juegos_matrices_incluidos"": 5}"
32,"AC000126","2023-06-10","activo","{""ubicacion_uso"": ""Furgoneta Tec. Carlos L."", ""tamano_mm"": 15}"
33,"AC000127","2023-07-05","activo","{""ubicacion_uso"": ""Taller 2"", ""fuerza_ton"": 8}"
34,"AC000128","2023-08-12","activo","{""ubicacion_uso"": ""Taller 1"", ""incluye_matrices"": ""6-50mm2""}"
35,"AC000129","2023-09-01","activo","{""ubicacion_uso"": ""Taller 2"", ""funcion_corte"": true}"
36,"AC000130","2023-10-18","activo","{""ubicacion_uso"": ""Taller 1"", ""modo_pulsado"": true}"
37,"AC000131","2023-11-25","activo","{""ubicacion_uso"": ""Furgoneta Tec. Ana R."", ""pantalla_retroiluminada"": true}"
38,"AC000132","2023-12-01","activo","{""ubicacion_uso"": ""Caja Herramientas Tec. Pedro S."", ""auto_nivelacion"": true}"
39,"AC000133","2024-01-08","activo","{""ubicacion_uso"": ""Taller 1"", ""conectividad_wifi"": false}"
40,"AC000134","2024-02-14","activo","{""ubicacion_uso"": ""Furgoneta Tec. Laura F."", ""indicador_visual_sonoro"": true}"
41,"AC000135","2024-03-01","activo","{""ubicacion_uso"": ""Taller 2"", ""registro_max_min"": true}"
42,"AC000136","2024-04-05","activo","{""ubicacion_uso"": ""Taller 1"", ""ponderacion"": [""A"", ""C""]}"
43,"AC000137","2024-05-12","activo","{""ubicacion_uso"": ""Furgoneta Tec. David M."", ""sondas_incluidas"": [""O2"", ""CO""]}"
44,"AC000138","2024-06-01","activo","{""ubicacion_uso"": ""Taller 2"", ""pantalla_digital"": true}"
45,"AC000139","2024-07-07","activo","{""ubicacion_uso"": ""Taller 1"", ""iluminacion_led"": true}"
46,"AC000140","2024-08-14","activo","{""ubicacion_uso"": ""Almacén Herramientas"", ""tipo_cepillo"": ""Suave""}"
1,"AC000141","2024-09-01","activo","{""ubicacion_uso"": ""Furgoneta Tec. Sofía G."", ""mecanismo"": ""Trinquete""}"
2,"AC000142","2024-10-18","activo","{""ubicacion_uso"": ""Todos los Técnicos"", ""funcion_adicional"": ""Temperatura""}"
3,"AC000143","2024-11-25","activo","{""ubicacion_uso"": ""Furgoneta Tec. Javier D."", ""funcion_NCV"": true}"
4,"AC000144","2024-12-01","activo","{""ubicacion_uso"": ""Caja Herramientas Tec. Elena R."", ""sensibilidad_ajustable"": false}"
5,"AC000145","2024-01-08","activo","{""ubicacion_uso"": ""Taller 1"", ""emisividad_ajustable"": true}"
6,"AC000146","2024-02-14","activo","{""ubicacion_uso"": ""Taller 2"", ""incluye_boquillas"": true}"
7,"AC000147","2024-03-01","activo","{""ubicacion_uso"": ""Oficinas - RRHH"", ""registro_datos"": true}"
8,"AC000148","2024-04-05","activo","{""ubicacion_uso"": ""Varias Instalaciones AC"", ""ruido_bajo"": true}"
9,"AC000149","2024-05-12","activo","{""ubicacion_uso"": ""Furgoneta Tec. Juan P."", ""calentamiento_rapido"": true}"
10,"AC000150","2024-06-01","activo","{""ubicacion_uso"": ""Taller 1"", ""conexion_pc"": true}"